Song Name,Lyrics
You & The 6,"TranslationsРусскийPortuguêsYou & The 6 Lyrics[Intro]
Rider shit

[Verse 1]
Having conversations with mama, man, my life is a mess
Ain't been returning the texts, so she been reading the press
She got Google Alerts, them shits go straight to her phone
She worry 'bout me from home, you know she raised me alone
She said, ""I heard you back with you know who""
I told her, ""girl, I'm always back with you know who,"" yeah
And she like, ""Who are we kidding? You're 27, you're just being you
You're your father's child, man, thank God you got some me in you""
At least I always, at least I always see it through
At least I'm always being true to what you taught me
Retired teacher, but your words still got me evolvin'
Never get sloppy drunk, but alcohol is problem solvin'
And look I hate it when you hate on all my girlfriends
And assistants always convinced that there's someone better
Like that girl from your gym who trains you
I know you wanna arrange it, you told me she's free Thursday
And I'm sure that she's an angel, but she don't want this life
The timing ain't right
Maybe one day, but even one day with us is the time of her life
We do things that people pay to document
You got the sweetest heart
But I'm not here to give out compliments
Or boost nobody's confidence, momma
I got no friends in this, momma
I don't pretend with this, momma
I'on joke with this, momma
I pull the knife out my back and I cut they throat with it, momma
I'm Game of Thrones with it, momma
I'm Home Alone with it, momma
I'm t-
I really hate using this tone with you, momma
I really hate gettin' aggressive on this phone with you, momma
I really hate wasting your time to check a clone or two, momma
It's just they cloning me, momma
Them niggas wannabes, momma
Its like - I'm the one they wanna be, momma
I just- I- I can't be out here being vulnerable, momma
I mean I kill 'em every time they do a song with me, momma
I sing a hook they sing along with me, momma
What more they want  from me, momma?
Yeah, this is a crazy life
But you and the six raised me right
""Don't ever take advice,"" that was great advice
See Drake LiveGet tickets as low as $160You might also like[Refrain]
You and the six raised me right, that shit saved my life

[Verse 2]
Yeah!
Having conversations with momma, we start talkin' 'bout dad
You know he dropping a single, he saying this is his window
That nigga still wearing linen, that nigga still in the club
Call him after we get off the phone and show him some love
That nigga Memphis for real, girl, he love you to death
He made mistakes throughout his life that he still doesn't accept
But he just want our forgiveness, and fuck it, look how we're living
I'm content with this story, who are we not to forgive him?
At least I been to a prison, at least I know what it's like
I used to rap on the phone with one of his friends doing life
And now I got me a Grammy, that could be part of the reason
Let's just call this shit even, we got some things to believe in
Do you remember back to Weston Road, Scarlett Road?
Hangin' with Aaron Bell and Reny
Shit could've gone south for me, he looked out for me, ma
He never let me do drugs
He let me shoot a gun one summer, but out there everyone does
He made me listen to his music, old music, soul music
Shit that can only be created if you go through it
I used to get teased for being black
And now I'm here and I'm not black enough
'Cause I'm not acting tough
Or making stories up 'bout where I'm actually from, yeah
But I just roll with it, momma, rolling stone with it, momma
Gotta be careful around Rolling Stone
Or anyone that's tryna throw stones at me, momma
I'm not condoning it, momma
They will not tear nothing down, I built this home for you, momma
Know I don't call enough, momma
I just been working with so little time for personal, momma, yeah
Hard labor let me pay the price
[Refrain]
You and the six raised me right, that shit saved my life178Embed"
Jungle,"TranslationsTürkçeJungle Lyrics[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do

[Verse 1: Drake]
These days, I'm lettin' God handle all things above me
The things I can't change are the reason you love me
Listen, you can hear them callin' my name
I'm all over the place, I can't sit in one place
I'm not ashamed at all
Still findin' myself, let alone a soulmate, I'm just sayin'
Feel like we one and the same, our relationship changed
That, or it never existed
Whenever they say somethin' 'bout us, you listen
But fuck what they talkin' about on your timeline
That's cuttin' all into my time with you
Fuck what they talkin' about on your timeline
That's cuttin' all into my time with you
My time with you, my

[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do
See Drake LiveGet tickets as low as $160You might also like[Verse 2: Drake]
She said, ""You're my everything""
""I love you through everything""
I done did everything to her
She forgave me for everything
This a ""forever"" thing
Hate that I treat it like it's a ""whatever"" thing
Trust me, girl, this shit is everything to me
She from the jungle
She from the jungle
I take somebody else's car, drive there undercover
This shit is everything to me
This shit is everything
Don't know where we stand
I used to hit you 'bout everything, oh

[Bridge: Drake]
Are we still good? Are we still good?
Are we still good? Are we still good?
If I need to talk, are you around?
Are you down for the cause?
Are you down? Are you down? Are you down?
Are you down for the cause?
Are you down? Are you down? Are you down?
Are you down for the cause?
You still down? You still down? You still down?
[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do

[Verse 3: Drake]
Yeah, these days, these new girls, they got me nervous
They go to school and do bottle service
They can't decide, they keep switchin' majors
Being indecisive makes me anxious
Call your number and it's out of service
Who can I call for your information?
What am I supposed to do after we done everything that we done?
Who is your replacement?

[Bridge: Drake]
Are we still good? Are we still good?
Are we still good? Are we still good?

[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do885Embed"
6PM in New York,"6PM in New York Lyrics[Intro]
Yeah
Yeah

[Verse]
Oh, you gotta love it, oh, you got—oh, you gotta love it
I heard what circulated, let's get to the bottom of it
I told 1da send me something and I got it covered
Somehow I always rise above it
Why you think I got my head in the clouds on my last album cover?
The game is all mine and I'm mighty possessive
Lil Wayne could not have found him a better successor
Every shot you see 'em take at me, they all contested
Allen Iverson shoe deal, these niggas all in question
Last night I went to sleep wanting more
Tryna decide what direction I should go towards
Some nights I wish I could go back in life
Not to change shit, just to feel a couple things twice
28 at midnight, wonder what's next for me
Longevity, wonder how long they'll check for me
Prolly forever if I stay in my zone
I speak on this generation, but can't change it alone
I heard a lil, lil homie talking reckless in Vibe
That's quite a platform you chose, you should've kept it inside
Oh, you tried? It's so childish calling my name on the world stage
You need to act your age and not your girl's age
It gets worse by the annual
My career's like a how-to manual, so I guess it's understandable, man
Oh, you gotta love it, you gotta love it, yeah
I know rappers that call paparazzi to come and get 'em
To show they outfits off, guess they need the attention
I remember when it used to be music that did it
But then again times have changed, man, who are we kiddin'?
I'm managed by my friends that I grew up with
I'd rather give that 15% to people I fuck with
If me and Future hadn't made it with this rappin'
We'd prolly be out in Silicon tryna get our billions on
But here we are, yeah
Lately, I feel the haters eatin' away at my confidence
They scream out my failures and whisper my accomplishments
Bitches alter my messages like we had words
And stories 'bout my life hit the net like a bad serve
Bitter women I'm overtextin' are PMSing
Crazy this year—fuckin' with my image
I've been tryna reach the youth so I can save 'em this year
Fuck it, I guess I gotta wait 'til next year
And I heard someone say something that stuck with me a lot
'Bout how we need protection from those protectin' the block
Nobody lookin' out for nobody
Maybe we should try and help somebody or be somebody
Instead of bein' somebody that makes the news, so everybody can Tweet about it
And then they start to ""R.I.P."" about it
And four weeks later nobody even speaks about it
Damn, I just had to say my piece about it
Oh, you gotta love it—
But they scared of the truth so back to me showin' out in public, that's a hotter subject
I been whippin' Mercedes and nigga try to budget
I gotta make it back to Memphis to check on my cousins
Shout out to Ashley, Tasha, Bianca
Julia, Ericka, Southern America
Part of my heritage, pardon my arrogance
Part in my hair again, that's that comeback flow
Comeback flow, once I start it's apparent
I'm with a girl who ass is so big that's partly embarrassin'
But fuck all the blushin' and fuck your discussions and fuck all the judgement
Your content so aggressive lately, what's irkin' you?
Shit is gettin' so personal in your verses too
I wanna prove that I'm number one over all these niggas
Bein' number two is just being the first to lose
My city dictated music, nobody seein' us
Winter here already, but somehow I'm heatin' up
Been observin' the game and felt like I've seen enough
Let's drop a tape on these niggas, then we'll see wassup
Yeah, boy, you rappin' like you seen it all
You rappin' like the throne should be the three of y'all
""Best I Ever Had"" seems like a decade ago
Decadent flow and I still got a decade to go
Oh please, take it ease, where's the love and the peace?
Why you rappin' like you come from the streets?
I got a backyard where money seems to come from the trees
And I'm never ever scared to get some blood on my leaves
Phantom slidin' like the shit just hit a puddle of grease
I cook the beef well done on the double with cheese
Special order for anybody that's comin' for me
Shit, you probably flinch if somebody sneeze
You see they got me back talkin' like it's just 40, Oli, and me
Cuttin' all loose ends, I be the barber for free
I'm almost at four minutes goin' off on the beat
Feel like I'm in the Malibu that had the cloth on the seats
Man, oh, you gotta love it, yeah
And on top of that it's getting harder to eat
Rappers downgrading houses, putting cars on the lease
To think labels said they'd have a problem marketing me
And now it's everybody else that's getting hard to believe
But, man, oh, you gotta love it (Oh)
Yeah
And head to toe, I'm Prada covered (Whoop)
I know your girl well, just not in public
Blame the city, I'm a product of it
Young nigga from the city
You gotta love it
See Drake LiveGet tickets as low as $160You might also like[Outro]
Yeah, gotta love it
*Laughs*
Yeah298Embed"
How Bout Now,"How Bout Now Lyrics[Intro]
That's the shit I'm talking 'bout though, like you changed up, you don't even fuckin' link nobody no more, you just dash me away like a cyattie. Yo, you cheesed me dog

[Verse 1]
Always felt like my vision been bigger than the bigger picture
Crazy how you gotta wait until it's dark out to see who really with you
Crazy how even when it miss you
Shit'll come back around and get you
Crazy like all my niggas, crazy like all my niggas
Remember I deleted all my other girls' numbers out the phone for you?
Remember when you had to take the bar exam
I drove in the snow for you? Yeah
You probably don't remember half the shit a nigga did for you, yeah

[Chorus]
Yeah, you ain't really fuck with me way back then
But how 'bout now? (Now)
'Cause I'm up right now (I'm up right now)
And you stuck right now (Stuck right now)
Oh, you thought you had it all figured out back then
But how 'bout now? (Now)
'Cause I'm up right now (I'm up right now)
And you stuck right now, yeah (Stuck right now)
You thought the little effort that you put in was enough, girl
How 'bout now? Yeah
Girl, how 'bout now, how 'bout now, girl?
What about now, girl, how 'bout now?
See Drake LiveGet tickets as low as $160You might also like[Interlude]
My heart belongs to you...

[Verse 2]
Yeah, always been daddy's little angel
I bought your dad a bunch of shit for Christmas
He ain't even say thank you
I had no money left from actin', I was focused on the music
I used to always try and burn you CDs of my new shit
You be like ""who's this?"" I be like ""me, girl""
You be like ""oh, word, true shit?""
Then ask if we could listen to Ludacris
Them car rides made me feel like I was losin' it
Yeah, made me feel I ain't have it like that
Or I was average like that
Started drinkin' way more than I used to
People form habits like that, girl
Yeah, man enough to tell you I was hurt that year
I'm not even Christian, I still went to church that year
Guess I just had to pretend that year
I ain't even see my friends that year
Places that I should've been

[Chorus]
Yeah, you ain't really fuck with me way back then
But how 'bout now? (Now)
'Cause I'm up right now (I'm up right now)
And you stuck right now (Stuck right now)
Oh, you thought you had it all figured out back then
Girl, how 'bout now? (Now)
'Cause I'm up right now (I'm up right now)
And you stuck right now, yeah (Stuck right now)
You thought the little effort that you put in was enough, girl
How 'bout now? Yeah
Girl, how 'bout now, how 'bout now, girl?
What about now, girl, how 'bout now?
[Outro]
My heart belongs to you
Whatever you need, there's nothin' I won't do
Whatever you need, there's nothin' I won't do
Whatever you need, there's nothin' I won't do
Whatever you need, there's nothin' I won't do1.4KEmbed"
My Side,"TranslationsEspañolMy Side Lyrics[Intro]
Yeah, that's about it
This shit sound like what being rich feel like, fo real
This life shit is everywhere, you can't control it
Too much going on
Too much, too much, too much
Too much, too much, too much
You, you, you
Make me wanna take you down through there
Make me wanna take you down through there
I'll take it there

[Chorus 1]
Why you never come to where I stay?
Always hiding out in your New York condo
Why you never come to where I stay?
If anybody knows, girl, you know, I know
Why are we wasting our relationship on a relationship?
Why are we rushing and forcing it?—this isn't making sense
Why are we focused on things
That don't even mean nothing, girl?
Why can we not find the time
And sit down and discuss it, girl?
Let me at least tell you my side of things, man
Aw, man, aw, man, aw, man
See Drake LiveGet tickets as low as $160You might also like[Verse]
Me and you are playing house
Start thinking that I'm losing touch
Got a tight grip on you now
Maybe I should loosen up
When I leave you and I go home
I start forgetting what it is
Start to think I got to get it how I live
We too busy for a wedding or a kid
If I'm working then I know you working
Keep in touch with other women
'Cause you make me nervous
I empower girls that don't deserve it
I don't mean to do that shit on purpose
It's just that when I go home
I start forgetting what it is
The dream is over, I get lost up in the 6

[Chorus 2]
And you don't ever come to where I stay at
You just rather stay up in your New York condo
You don't ever come to where I stay at
If anybody knows, girl you know, I know
Why are we wasting our relationship on a relationship?
You know how sticky these situations get
You go up higher than me some days
You know what I think we could be some day
Let me at least show you my side of things, man
Aw, man, aw, man, aw, man334Embed"
Digital Dash,"TranslationsPortuguêsDigital Dash Lyrics[Intro: Future]
(Metro Boomin want some more, nigga)
Rollin' in the coupe, yeah
Yeah
Get it
Get it, get it, hey (Freebandz)
Cook it, cook it (Yeah), huh (Hold up)
(Southside)
Yeah
My dope in the bushes (Turn up)
My dope in the bushes (Hold up)
I know how to cook it (Cook it)
My bitch good looking (Woo)
My bitch good looking (Hold up)
My bitch good looking (I swear)
My dope in the bushes, I know how to cook it
Yeah (Yeah)
Yeah, yeah (Yeah, yeah)
[Chorus: Future]
I did the digital dash (I did it)
I fucked that bitch on the passenger (One hundred)
I gave that junky a blast (One hundred)
I sell that dope to your mama, though (Your mama)
Hot on the street like thermometers (Thermometers)
You rats'll never be honorable (Fuck 'em)
They know I'ma keep that my word (Yeah)
I hustle the first to the first (Future)

[Verse 1: Future]
These bitches be naggin' the kid (Fuck 'em)
They get on my motherfuckin' nerves (My motherfuckin' nerves)
I showed up with racks and they love me (They love me)
I'm smokin' that pack and on muddy (That gushy)
Taliban on these hoes (Hoes)
Give a Xan' to these hoes (These hoes)
Got 'em playing with they nose (Yeah)
I sleep on a beach off the avenue (The avenue)
I came to your city with revenue (Miami)
I put in work, it was evident (It was)
I slide on your ass in a seven-deuce (I slide on 'em)
Come back on your bitch in a six-trey (Woo)
Chevy, Mercedes, I keep 'em comin' (Keep 'em comin')
Fuck all these bitches, I keep 'em comin' (Foreign)
I pull up right now, I'm parallel (Skrrt)
I hit your block with them swangers (I hit 'em)
My niggas ain't nothin' but some bangers (Throw up)
I sit in the trap with the gangsters
These niggas can't come around here 'cause it's dangerous (Wizard)
I be hangin' 'round here and I'm famous (Wizard)
Gotta keep the trigger by my finger (My finger)
Hit her sideways when I banged her (I fucked)
In the driveway on a Perc' (A Perc')
I was sideways on a Perc' (Pour up)
Had a stick on me, that's a first (Yeah)
Got your bitch on me gettin' murked (Let's get it)
I post up and that's confident (That's confident)
I boast up in a drop six (Drop six)
Had a Ghost Royce and I pop shit (Pop shit)
I'm a dope boy with that car trip (Yeah)
I came in the game, I had crack on me (I had crack on me)
Got Bape on my back with some Act' on me (Act')
I'm single and shit, now she latch on me (I'm single)
I told 'em I'm back, I'm a bachelor (I'm back)
I get focused on millions and everything (Focused)
I just took me a trip out to Africa (Africa)
See how we came from the mud and the bottom, we did it (Bottom, we did it, we did it, woo)
I see how they counted us out, bet they never gon' do it again (Freebandz)
You see why these niggas be hatin', ignorin', I'm goin' right in (Yeah)
I was born to get this money in this life of sin (Life of sin)
I poured up before they got my dawg on murder again (Murder)
See the fire come out the ass on the Lamborghini (Skrrt)
When you say you love a nigga, do you really mean it? (No)
When I was sleepin' on the floor, you should see how they treated me (Hah)
I pour the Actavis, pop pills so I can fight the demons (Oh)
You might also like[Chorus: Future]
I did the digital dash (Fuck)
I fucked that bitch on the passenger (Fuck)
I gave that junky a blast (Blast)
I sell that dope to your mama, though (Mama)
Hot on the street like thermometers (Thermometers)
You rats'll never be honorable (Fuck 'em)
They know I'ma keep that my word (They know)
I hustle the first to the first (I hustle)

[Verse 2: Drake]
These bitches be nagging the kid
Fuck it, it is what it is
If you get hit, you get hit
I don't forget or forgive
Told myself never again
I don't let nobody in
Super just showed out again
And we just keep servin' and servin' again and again and again and again
I move the game up, I'm reckless
I'm Harlem shaking through the pressure
I might put Diddy on my next shit
I might could fit you in on Wednesday
I'm not here for no pretend shit
Just walked in with a girl that's making triple what I'm making, what an entrance
That's when you know it's a body
Zone 6, they know it's a body
Kirkwood, they know it's a body
Lil Mexico know it's a body
Scooter in here with the zombies
Gucci get out, it's a problem
I might take Quentin to Follies
You hate your life, just be honest
I got the digital dash
She want a picture with all of my niggas to just make the visual last
But she too embarrassed to ask
I got my foot on they neck and my foot on the gas
You remind me of a quarterback, your shit is all in the past
Esco and Boomin, they got it on smash
And I got the, I got the, I got the, I got the, I
[Outro: Future]
I did the digital dash (Woo)
I fucked that bitch in the passenger
I gave that junky a blast
I sell that dope to your mama, though82Embed"
Big Rings,"Big Rings Lyrics[Intro: Drake]
Yeah
I know we just signed a deal, but
I need my advance on the next one too, they know I'ma be around
Yeah
I need it
(Metro Boomin want some more, nigga)

[Chorus: Drake]
'Cause I got a really big team
And they need some really big rings
They need some really nice things
Better be comin' with no strings
Better be comin' with no strings
We need some really nice things
We need some really big rings
I got a really big team
I got a really big team
They need some really big rings
They need some really nice things
Better be comin' with no strings
Better be comin' with no strings
We need some really nice things
We need some really big rings
I got a really big team
[Verse 1: Drake]
Man, what a time to be alive
You and yours vs. me and mine
Oh, we talkin' teams? Oh, we talkin' teams?
Oh, you switchin' sides? Wanna come with me?
Look at the smile on me, look at the owl on me
I do not chase girls, but they run a mile for me
Say she gon' ride for me, I'll buy the tires for you
This game is different, you only get one shot when niggas go foul on you
Man, fuck 'em all, man, we want it all
Don't get too involved, we gon' knock ya off
And to top it off, I'm with all the dawgs
It's a new season and we still breathin'

[Chorus: Drake]
And I got a really big team
And they need some really big rings
They need some really nice things
Better be comin' with no strings
Better be comin' with no strings
We need some really nice things
We need some really big rings
I got a really big team
I got a really big team
They need some really big rings
They need some really nice things
Better be comin' with no strings
Better be comin' with no strings
We need some really nice things
We need some really big rings
I got a really big team
You might also like[Verse 2: Future]
Man, what a time to be alive
I'm drinkin' lean, they thought I died
I run with kidnappers, I'm talkin' 'bout kidnappers
I'm talkin' 'bout murderin' niggas, I'm talkin' 'bout carjackers
You just a battle rapper, I'm an official trapper
Niggas be droppin' subliminals, nigga, they just some jibber-jabber
We take a Mello Yello, then we fill it with red forever-ever
These niggas so jealous, jealous
Man, these niggas get scared, they tellin', tellin'
I fuck a check up on everything
I bought some ice when the feds came
I bought that bitch new Celine, I got rings, I got racks like Serena
All of my rings Aquafina, my bitch Aquafina
Pluto and Jupiter, I go to Venus
I'm fresh out the store, but I'm not out the cleaners
Who keepin' score? 'Cause these niggas, they losin'

[Chorus: Drake]
'Cause I got a really big team
And they need some really big rings
They need some really nice things
Better be comin' with no strings
Better be comin' with no strings
We need some really nice things
We need some really big rings
I got a really big team
I got a really big team
They need some really big rings
They need some really nice things
Better be comin' with no strings
Better be comin' with no strings
We need some really nice things
We need some really big rings
I got a really big team
[Outro: Drake]
Man, what a time39Embed"
Live from the Gutter,"TranslationsPortuguêsLive from the Gutter Lyrics[Intro: Future]
Hendrix
Yeah
Aqua
Ah
(I woke up like this)

[Chorus: Future]
Reportin' live from the fuckin' gutter, bitch
I ain't talkin' but some big money shit
I ain't talkin' nothin' but big money shit
I ain't talkin' nothin' but big money, bitch
[Verse 1: Future]
Reportin' live from the gutter
I'll buy this motherfucker, talkin' big money shit, bitch
Straight up out the gutter, never had shit
Now we got 90210 on our address
Talking ten mil' just to get our assets
I know them tears still fallin' now on my last bitch
This money make me hungry, I'm a savage
I seen the stars lining up, you couldn't imagine
I watched my broad give up on me like I'm average
I went back inside the attic, counted up and started laughing, ah
I went back inside the attic, counted up and started laughing, ah (Freebandz)
Ah, Cuban links hanging on my wrist, I was on welfare
Wake up in the house, I look up, I see bales everywhere
I see girls everywhere, I see scales everywhere
I see hell everywhere, I get mail everywhere
Walked inside the booth and came out in a Learjet
A fiend for that lean, I ain't start drinking beer yet
They bust the trap, I live there
Came out clean, I ain't clean, my niggas still there
Just imagine you was livin' lavish and they still there
Wake up in the crib, pool sitting on the hill now
I just need some niggas with me that's gon' keep it real now
Got a lot of pretty bitches, I just pay they bills now
Money make her feel good, but damn she make me feel good
Known for getting that guala out in Europe, but I'm still hood
Known to pop a bottle on a model, fuck her like I'm on my last damn dollar
You might also like[Chorus: Future]
Reportin' live from the fuckin' gutter, bitch
I ain't talkin' but some big money shit
I ain't talkin' nothin' but big money shit
I ain't talkin' nothin' but big money, bitch

[Verse 2: Drake]
Reporting live from the gutter
I will buy this motherfucker, it's not even a discussion, woo
And I got my niggas with me, yeah, yeah
She gon' end up dippin' with me, yeah, yeah
And I got her trippin' off the yah-yah
Pillow talking, dishing out on all y'all, yeah
In one ear and out the other
Shut your mouth and take what's coming
Live from the gutter, dawg, yeah, yeah
She don't want pets, but I'm a dog, yeah, yeah
And she love it, dawg, yeah, yeah
And she love it, dawg, yeah, yeah
On the Billboards, all we do is pop shit
Soon as night fall, that's when we lock in
This for my niggas on that bullshit and that nonsense
This for my dawgs that go Karrueche with the chopsticks, woo
And we gon' miss you
They don't want no smoke, they don't want no issue
But these the times we gotta live through
But these the times we gotta live through, and I'm
[Chorus: Future]
Reportin' live from the fuckin' gutter, bitch
I ain't talkin' but some big money shit
Reportin' live from the damn gutter
Swear to God, I'll buy this motherfucker, ah30Embed"
Diamonds Dancing,"TranslationsTürkçeDiamonds Dancing Lyrics[Intro: Future]
I'm able to, uh
The stage in my life where I'm
Where I feel like I can conquer anything and everything
(Metro Boomin want some more, nigga)

[Pre-Chorus: Future & Drake]
Sippin' on Dom Pérignon for no reason
Poppin' tags, upper echelon for no reason
Seen this bad little jawn, she was perfect
I'll let her push the foreign right now if she worth it
Ballin' in the middle of the club, no jersey
I don't want no liquor 'cause I been drinkin' that dirty
Bring that Ace by the case, my niggas with me
Bring some ice for my cup, my drink with me
[Chorus: Drake & Future]
Diamond, diamond, diamond, diamonds on me dancing
Diamond, diamond, diamond, diamonds on me dancing
Diamond, diamond, diamond, diamonds on me dancing
Diamond, diamond, diamond, diamonds on me dancing

[Verse 1: Drake]
And you know what I need
From you when I get home (Yeah)
You better not be on the phone
Talkin' up a storm like you usually do
Talkin' to your friends like you usually do
Tellin' them I never spend time with you
It's hard to find a time, we been

[Pre-Chorus: Future & Drake]
Sippin' on Dom Pérignon for no reason
Poppin' tags, upper echelon for no reason
Seen this bad little jawn, she was perfect
I'll let her push the foreign right now if she worth it
Ballin' in the middle of the club, no jersey
I don't want no liquor 'cause I been drinkin' that dirty
Bring that Ace by the case, my niggas with me
Bring some ice for my cup, my drink with me

[Chorus: Drake & Future]
Diamond, diamond, diamond, diamonds on me dancing
Diamond, diamond, diamond, diamonds on me dancing
Diamond, diamond, diamond, diamonds on me dancing
Diamond, diamond, diamond, diamonds on me dancing
You might also like[Verse 2: Future]
I'm familiar with this cash flow
And if you juggin', you can vouch for me
I did it my way, you can vouch for me
I put the cocaine and the powder in the couch, homie
Whenever I step outside the house, I keep that glocky on me
Bad bitches wanna come by, the paparazzi on me
I got so many bad bitches that I barely want her
I'm barely paying attention, baby, I need substance
I know you spent some time puttin' on your makeup and your outfit, but

[Chorus: Drake & Future]
Diamond, diamond, diamond, diamonds on me dancing
Diamond, diamond, diamond, diamonds on me dancing
Diamond, diamond, diamond, diamonds on me dancing
Diamond, diamond, diamond, diamonds on me dancing
[Outro: Drake]
You doing me dirty (Dirty, dirty)
You doing me dirty
Doing me dirty
You doing me dirty
You know (Yeah, dirty, dirty)
How we let it get like this, I don't know (Yeah)
But that nigga can't save your soul (Nah)
Doing me dirty, you doing me dirty
Haven't even heard from you (Yeah)
How can you live with yourself?
I haven't even heard from you
How can you live with yourself? (Uh)
Ungrateful
Ungrateful (Hmm)
Your mom'd be ashamed of you
I haven't even heard from you, not a single word from you
Ungrateful (Hah)
I'm too good for you, too good for you (Yeah)
You should go back to him, perfect match for you, unstable (Hah)
Doing me dirty (Dirty, dirty)
You're making me nervous
I haven't even heard from you
You look drained, you look exhausted
Girl, them late nights ain't good for you
Really starting to show on you
Don't hit me up when it's good for you
Ungrateful79Embed"
Scholarships,"TranslationsPortuguêsScholarships Lyrics[Intro: Future]
Yeah
Uh
Future
Wakin' (Metro Boomin want some more, nigga)

[Chorus: Future]
I wake up on a daily basis
I count this money up, I'm already rich (Freebandz)
I go so hard with these riches (Freebandz)
I fell in love with this dodie (I did)
I fell in love with the Rollie (Yeah)
I wake up, pray every morning (Pray)
These demons, they callin' my soul (Hold up)
I said fuck all of you hoes (Hold up)
I'm ballin' outta control (I'm ballin')
I'm ballin' outta control (Let's ball)
[Post-Chorus: Future]
If I could give everything back to you
All this passion I got, all I ever need (All that)
For me to move on and succeed (All that)
For me to move on and succeed (All that)
Jealousy, envy, and greed (Hah)
Too much of this shit, I don't need it

[Verse 1: Future]
I turned on the gas with a nickel-plated (I did)
I sit back and laugh 'cause these niggas traitors (Hahaha)
Mentally, none of this shit can faze me (Mentally)
Mentally, none of this shit can faze me (Yeah)
I came out the trenches, I really made it (I really did)
I came out the gutter, I really made it (Sure I did)
I stack up the butter, I gotta save it (Freebandz)
Stack up the cheddar, you gotta save it (Gang)
Shoot out the carbine, no lovey-dovey (Facts)
These bitches, they lookin' for hubby-hubby (Hubby-hubby)
I'm lookin' for paper in any city (I swear)
I got a bitch located in every city
Gotta have them sticks on us in every city (I swear)
Take the private 'cause lately, out here, we gettin' it (Yeah)
Spent like seven-hundred thousand on both the Bentleys (Skrrt)
I got love for the city, I jugg and get it (Yeah)
You might also like[Chorus: Drake & Future]
I wake up on a daily basis
I count the money, man, I'm already rich
I go so hard with these riches
I fell in love with the dodie
I fell in love with the Rollie
Wake up and pray every morning
Demons, they callin' my soul (Hold up)
I said fuck all of you hoes (Hold up)
I'm ballin' outta control (I'm ballin')
I'm ballin' outta control (Let's ball out)
I'm ballin' outta control (I'm ballin')
I'm ballin' outta control (Let's—)

[Verse 2: Drake]
I need acknowledgement (Need it)
If I got it, then tell me I got it then (Tell me)
I'm ballin' outta control (Ballin')
Keep on receiving the scholarships (Woo)
Mayor comin' to the house (Woo)
Nigga, please, watch your mouth (Watch it)
I'm the one without a doubt (Watch it), yeah
And I rock Kentucky blue on these hoes
Drafted, I'm gettin' choosed by these hoes
Usually, they just leave when we done
I don't wan' share no room with these hoes
Metro gon' make it boom on these hoes
And me, I just stick and move on these hoes
We got that purple rain for the pain
My niggas, we ain't change, we ain't change, yeah
[Chorus: Future]
I wake up on a daily basis
I count this money up, I'm already rich (Freebandz)
I go so hard with these riches (Freebandz)
I fell in love with this dodie (I did)
I fell in love with the Rollie (Yeah)
I wake up, pray every morning (Pray)
These demons, they callin' my soul (Hold up)
I said fuck all of you hoes (Hold up)
I'm ballin' outta control (I'm ballin')
I'm ballin' outta control (Let's ball out)
I'm ballin' outta control (I'm ballin')
I'm ballin' outta control (Let's—)77Embed"
