,Song Name,Lyrics,single_text
221,Lust for Life,"[Verse]
I'm tryna do it all tonight, I got plans
I got a certain lust for life and as it stands
Everything is going as right as it can
They tryna shoot down my flight before it lands, before it lands
But you could miss me with all that
Diss me, then crawl back
I really wish y'all would fall back
But gettin' rich s'posed to solve that
And these days, women make offers
And who the hell am I to say (No, no, no)?
My ex sendin' late night texts
'Cause she don't know how to let (Go, go, go)
Uh, she in love
And as for them pretty light-skinned models
Standin' in the cold, ah, yeah, they with us
Let them girls in for a drink and I'm all in they ear
Sayin' she should be the one I see every time that I'm here
But when am I really even here?
Black Suburban with the tint on it
Fresher than a pillow with a mint on it
The game got these old handprints on it
But I'mma be the one to pour cement on it
Uh, and start over
And show up in a Margiela tux, I don't really give a fuck
And we only gettin' older
So what I tend to do is to think of today as the past
It's funny when you comin' in first, but you hope that you last
You just hope that it last
[Outro]
Throw your ones up in the air
Throw your ones up in the air for her, oh-oh
Throw your ones up in the air
Throw your ones up",
222,Houstatlantavegas,"[Verse 1]
Hey there, pretty girl
You know exactly what you got
And I don't blame you at all
You can't resist it
Especially when the light's so bright
And the money's so right
And it's comin' in every single night
She don't wanna leave
She just stuck in
[Chorus]
Houstatlantavegas (Ayy), Houstatlantavegas (Ayy)
Houstatlantavegas (Ayy), Houstatlanta, she just stuck in
Houstatlantavegas (Ayy), Houstatlantavegas (Ayy)
Houstatlantavegas (Ayy), Houstatlantavegas
And she dance to the song
And she dance to the song
And it go, ""Hey now, now, watch her go down""
Oh, oh, oh

[Verse 2]
She doesn't ever worry
If she wants it, she'll get it on her own
She knows there's more to life
And she's scared of ending up alone

[Pre-Chorus]
Throw your ones up in the air
Throw your ones up in the air for her
Throw your ones up in the air
''Cause the ones you throw will get her out of

[Chorus]
Houstatlantavegas (Ayy), Houstatlantavegas (Ayy)
Houstatlantavegas (Ayy), Houstatlanta, she just stuck in
Houstatlantavegas (Ayy), Houstatlantavegas (Ayy)
Houstatlantavegas (Ayy), Houstatlantavegas
And she dance to the song
And she dance to the song
And it go, ""Hey now, now, watch her go down""
Oh, oh
","
hey there pretty girl
you know exactly what you got
and i dont blame you at all
you cant resist it
especially when the lights so bright
and the moneys so right
and its comin in every single night
she dont wanna leave
she just stuck in
chorus
houstatlantavegas ayy houstatlantavegas ayy
houstatlantavegas ayy houstatlanta she just stuck in
houstatlantavegas ayy houstatlantavegas ayy
houstatlantavegas ayy houstatlantavegas
and she dance to the song
and she dance to the song
and it go hey now now watch her go down
oh oh oh

verse 2
she doesnt ever worry
if she wants it shell get it on her own
she knows theres more to life
and shes scared of ending up alone

prechorus
throw your ones up in the air
throw your ones up in the air for her
throw your ones up in the air
cause the ones you throw will get her out of

chorus
houstatlantavegas ayy houstatlantavegas ayy
houstatlantavegas ayy houstatlanta she just stuck in
houstatlantavegas ayy houstatlantavegas ayy
houstatlantavegas ayy houstatlantavegas
and she dance to the song
and she dance to the song
and it go hey now now watch her go down
oh oh
"
223,Successful,"[Intro: Trey Songz]
The money (Money), cars (Cars)
The clothes (Clothes), the hoes
I suppose
Yeah

[Chorus: Trey Songz]
I want the money (Money), money and the cars
Cars and the clothes (Clothes), the hoes
I suppose
I just wanna be, I just wanna be successful
I just wanna be, I just wanna be successful
I just wanna be, I just wanna be successful
[Verse 1: Drake]
Drizzy
Aw yeah, Trey, I fuckin' feel ya
They be starin' at the money like it's unfamiliar
I get it, I live it, to me there's nothin' realer
Just enough to solve your problems, too much'll kill ya
And when I leave, I always come right back here
The young spitter that everybody in rap fear
A lot of y'all are still soundin' like last year
The game need change and I'm the motherfuckin' cashier
Nickels for my thoughts, dimes in my bed
Quarters of the kush shape the lines in my head
Take my verses too serious, you'll hate me
'Cause I'm the one to paint a vivid picture, no HD
Yeah, I want it all, that's why I strive for it
Diss me, you'll never hear a reply for it
Any award show or party, I get fly for it
I know that it's comin', I just hope that I'm alive for it

[Chorus: Trey Songz]
I want the money (Money), money and the cars
Cars and the clothes (Clothes), the hoes
I suppose
I just wanna be, I just wanna be successful
I just wanna be, I just wanna be successful
I just wanna be, I just wanna be successful
","
the money money cars cars
the clothes clothes the hoes
i suppose
yeah

chorus trey songz
i want the money money money and the cars
cars and the clothes clothes the hoes
i suppose
i just wanna be i just wanna be successful
i just wanna be i just wanna be successful
i just wanna be i just wanna be successful
verse 1 drake
drizzy
aw yeah trey i fuckin feel ya
they be starin at the money like its unfamiliar
i get it i live it to me theres nothin realer
just enough to solve your problems too muchll kill ya
and when i leave i always come right back here
the young spitter that everybody in rap fear
a lot of yall are still soundin like last year
the game need change and im the motherfuckin cashier
nickels for my thoughts dimes in my bed
quarters of the kush shape the lines in my head
take my verses too serious youll hate me
cause im the one to paint a vivid picture no hd
yeah i want it all thats why i strive for it
diss me youll never hear a reply for it
any award show or party i get fly for it
i know that its comin i just hope that im alive for it

chorus trey songz
i want the money money money and the cars
cars and the clothes clothes the hoes
i suppose
i just wanna be i just wanna be successful
i just wanna be i just wanna be successful
i just wanna be i just wanna be successful
"
224,Let’s Call It Off,"[Verse 1: Drake]
Uh, when did you get like this?
Least you coulda done is gone and give me a warning
I don't regret like this
So I'll be right there when you wake up in the morning
Saying, ""This just ain't my style""
You can't say you're happy either
You don't even smile for me, no

[Chorus: Peter Bjorn & John]
Did you agree we should let it be?
And did you agree it's a must?
Let's call the whole thing off
We just have had enough of us
Let's call the whole thing off
We just have had enough of us
[Verse 2: Drake]
When you decided to knock on my door
Did you remember what happened before?
The look on your face said you were expecting more
But some things look better inside of the store

[Chorus: Peter Bjorn & John]
Did you agree we should let it be?
And did you agree it's a must?
Let's call the whole thing off
We just have had enough of us
Let's call the whole thing off
We just have had enough of us

[Verse 3: Drake]
Look, leave me, leave me, I can't fucking stand you
Wish I had the courage to say everything I planned to
My girlfriend, my girlfriend, call herself my girlfriend
Tell me that we 'posed to be together 'til the world end
But I don't really feel that
I just really wanna turn the wheels back
Give you all your sweaters and your heels back
Convince you that time will heal that
Uh, you look for reasons for us to argue
I swear everytime I call, you just tell me how I don't call you
Why you do that? Do that, do that, yeah
","
uh when did you get like this
least you coulda done is gone and give me a warning
i dont regret like this
so ill be right there when you wake up in the morning
saying this just aint my style
you cant say youre happy either
you dont even smile for me no

chorus peter bjorn  john
did you agree we should let it be
and did you agree its a must
lets call the whole thing off
we just have had enough of us
lets call the whole thing off
we just have had enough of us
verse 2 drake
when you decided to knock on my door
did you remember what happened before
the look on your face said you were expecting more
but some things look better inside of the store

chorus peter bjorn  john
did you agree we should let it be
and did you agree its a must
lets call the whole thing off
we just have had enough of us
lets call the whole thing off
we just have had enough of us

verse 3 drake
look leave me leave me i cant fucking stand you
wish i had the courage to say everything i planned to
my girlfriend my girlfriend call herself my girlfriend
tell me that we posed to be together til the world end
but i dont really feel that
i just really wanna turn the wheels back
give you all your sweaters and your heels back
convince you that time will heal that
uh you look for reasons for us to argue
i swear everytime i call you just tell me how i dont call you
why you do that do that do that yeah
"
225,November 18th,"[Sample: Notorious B.I.G]
It's the ones that smoke blunts with ya, see ya picture
Now they wanna grab the guns and come and get ya
It's the ones that smoke blunts with ya, see ya picture
Now they wanna grab the guns and come and get ya

[Intro]
One time for the homie DJ Screw
Already, I'm feeling throwed in this bitch

[Verse 1]
Up so high even when I'm coming down
Just met a girl, say she from the H-Town
I say my name is Drizzy and ain't nobody realer
Cup inside a cup, smoking Ghostface Killah
Got these boppas going crazy, nigga I'm, the man
I sent ya girl a message, said I'll see ya when I can
She sent me one back, but I ain't never read it
'Cause pussy's only pussy and I get it when I need it
[Verse 2]
And I'm telling you, I'm as cold as windows down in the winter
And I be riding rims if my tires any thinner
Airport stunting, flying charters overseas
Full of Dom Perignon and the water for the D's
Don't know why it happens, everytime we alone
But here we are again and I swear I'm in my zone
So I'ma sip this drank until that muhfucka gone
And you gon' get undressed and we gon' get it on

[Chorus]
I don't give you the time you deserve from me
This is something I know, I know, I know
So tonight, I'll just fuck you like we're in Houston
Taking everything slow, so slow, so slow
But I do it to her

[Bridge]
Draped up, dripped out, know what I'm talking 'bout
3 in the morning, get it popping in the parking lot
It's on once again and I never pretend
A nigga staying G 'til the end

[Outro]
Ayy, yeah
I swear like everytime we find ourself in this situation, you know
I just get that feeling like I'm in Houston
Candy paint switching colors in the light
It's about like 11 PM and you just rolling through the city
Bumping that Screw, Big Moe, UGK, Lil' Keke
It feel like, like everything's just moving slow
Let's take my time, I pace it baby, yeah, I'm gone",
226,Ignant Shit,"[Intro: Drake]
Yeah, I appreciate your patience tonight
It's been a moment since I've done some public speaking
I find nowadays it's, you know, best to keep quiet
But, uh, sometimes you just gotta let it out
Young Angel and Young Lion, you know what it is

[Verse 1: Drake]
Uh, look, I'm the property of October
I ain't drive here, I got chauffeured
Bring me champagne flutes, rosé and some shots over
I think better when I'm not sober
I smoke goodie, no glaucoma, I'm a stockholder
Private flights back home, no stop over
Still spittin' that shit that they shot Pac over
The shit my mother look shocked over
Yeah, but with a canvas I'm the Group of Seven
A migraine, take two Excedrin
I'm the one twice over, I'm the new eleven
And if I die I'ma do it reppin', I never do a second
I swear niggas be eyein' me all hard
And lyin' to they girls and drivin' the same cars
Sittin' there wishin' their problems became ours
‘Cause we have nothin' in common since I done became star
I done became bigger, swervin', writin' in my peers' lane
Same dudes that used to holler my engineer's name
One touch, I could make the drapes and the sheers change
And show me the city that I without fear claim
What I set seems to never extinguish
Coolest kid out, baby, word to Chuck Inglish
Count my own money, see the paper cut fingers
My song is your girlfriend's waking-up ringer
Heh, or alarm, or whatever
She be here at six in the morn' if I let her
But I never get attracted to fans
'Cause the eager beaver could be the collapse of a dam
I always knew that I could figure
How to get these label heads to offer him good figures
And me doin' the shows gettin' everyone nervous
'Cause them hipsters gon' have to get along with them hood niggas
It's all good, I'm goin' off like lights when the show's over
Make pasta, rent a movie, call hoes over
Rest in peace to Heath Ledger, but I'm no joker
I'll slow roast ya, got no holster
Wet glass on your table, nigga; no coaster
Burn bread everyday, boy; no toaster
G and Tez got a SIG, but I'm no smoker
They just handin' chips to me, nigga; no poker
I'm with it, Young Money, Cash Money soldier
My cup runneth over
The same niggas I ball with, I fall with
On some southern drawl shit
Rookie of the year, '06 Chris Paul shit
D-R., CJ, and Po, I see y'all
These cases don't work out, I hope we can agree on
Makin' enough to pay any Judge Judy off
First thing I'ma do is free Weezy, go
[Verse 2: Lil Wayne]
And I'd take probation
I don't want that T.I. and Vick vacation
Private plane, pick location
I'm goin' to the bank to make a big donation
Yeah, I don't stunt, I stunt hard
And if the food ain't on the stove I hunt for it
But in the meantime you can call me young Roy
Jones Jr. fightin' the drugs and gun charge
Shit, don't leave me unguarded
And I'm a cheesehead, word to Vince Lombardi
Word to Marky Mark, leave a snitch departed
All that blood like the Red Sea parted
My gun go crazy like it's retarded
Red light on it like it's recording
I ain't recordin', I'm just C-4in'
My currency foreign; we are in a league they aren't
Better dig in your pocket and pay homage
Better cover your eyes, your face fallin'
Watch the game from the side, I'm play callin'
No, I didn't say that I'm flawless
But I damn sure don't tarnish
My pistol got comments for your garments
I'm so high I can vomit on a comet
K-Y, no homo, I'm on it
Weezy F Baby, new born bitch
You know what they say 'bout when your palm itch
I'm gon' get money, money I'm gon' get
Young Money in your tummy and we gon' shit
And get that toilet paper quick, like when Bones spit
That's right, bitch, I'm back on my grown shit
That Audemars Piguet, no ice, just chrome shit
And your boyfriend softer than a foam pit
I scream, ""Fuck the world with a long dick!""
Motherfucker, I'm me! Yeah, bitch, I'm me!
You niggas sweet, like the pussy in which I eat
Fireman burn down your entire street
So fly I'ma take off when I leap
Bye! And you can suck my wings
Stand on my money, headbutt Yao Ming
Put your hand in the oven if you touch my things
I'm shufflin' the cards, 'bout to cut my queens
But I ain't the dealer
House full of bitches like Tila Tequila
Yeah, I'm the man in the mirror
My swagger just screamin', motherfucker, do you hear her?
Yeah, Drizzy Drake what the lick read?
We make magic, boy; Roy and Siegfried
","
yeah i appreciate your patience tonight
its been a moment since ive done some public speaking
i find nowadays its you know best to keep quiet
but uh sometimes you just gotta let it out
young angel and young lion you know what it is

verse 1 drake
uh look im the property of october
i aint drive here i got chauffeured
bring me champagne flutes rosé and some shots over
i think better when im not sober
i smoke goodie no glaucoma im a stockholder
private flights back home no stop over
still spittin that shit that they shot pac over
the shit my mother look shocked over
yeah but with a canvas im the group of seven
a migraine take two excedrin
im the one twice over im the new eleven
and if i die ima do it reppin i never do a second
i swear niggas be eyein me all hard
and lyin to they girls and drivin the same cars
sittin there wishin their problems became ours
‘cause we have nothin in common since i done became star
i done became bigger swervin writin in my peers lane
same dudes that used to holler my engineers name
one touch i could make the drapes and the sheers change
and show me the city that i without fear claim
what i set seems to never extinguish
coolest kid out baby word to chuck inglish
count my own money see the paper cut fingers
my song is your girlfriends wakingup ringer
heh or alarm or whatever
she be here at six in the morn if i let her
but i never get attracted to fans
cause the eager beaver could be the collapse of a dam
i always knew that i could figure
how to get these label heads to offer him good figures
and me doin the shows gettin everyone nervous
cause them hipsters gon have to get along with them hood niggas
its all good im goin off like lights when the shows over
make pasta rent a movie call hoes over
rest in peace to heath ledger but im no joker
ill slow roast ya got no holster
wet glass on your table nigga no coaster
burn bread everyday boy no toaster
g and tez got a sig but im no smoker
they just handin chips to me nigga no poker
im with it young money cash money soldier
my cup runneth over
the same niggas i ball with i fall with
on some southern drawl shit
rookie of the year 06 chris paul shit
dr cj and po i see yall
these cases dont work out i hope we can agree on
makin enough to pay any judge judy off
first thing ima do is free weezy go
verse 2 lil wayne
and id take probation
i dont want that ti and vick vacation
private plane pick location
im goin to the bank to make a big donation
yeah i dont stunt i stunt hard
and if the food aint on the stove i hunt for it
but in the meantime you can call me young roy
jones jr fightin the drugs and gun charge
shit dont leave me unguarded
and im a cheesehead word to vince lombardi
word to marky mark leave a snitch departed
all that blood like the red sea parted
my gun go crazy like its retarded
red light on it like its recording
i aint recordin im just c4in
my currency foreign we are in a league they arent
better dig in your pocket and pay homage
better cover your eyes your face fallin
watch the game from the side im play callin
no i didnt say that im flawless
but i damn sure dont tarnish
my pistol got comments for your garments
im so high i can vomit on a comet
ky no homo im on it
weezy f baby new born bitch
you know what they say bout when your palm itch
im gon get money money im gon get
young money in your tummy and we gon shit
and get that toilet paper quick like when bones spit
thats right bitch im back on my grown shit
that audemars piguet no ice just chrome shit
and your boyfriend softer than a foam pit
i scream fuck the world with a long dick
motherfucker im me yeah bitch im me
you niggas sweet like the pussy in which i eat
fireman burn down your entire street
so fly ima take off when i leap
bye and you can suck my wings
stand on my money headbutt yao ming
put your hand in the oven if you touch my things
im shufflin the cards bout to cut my queens
but i aint the dealer
house full of bitches like tila tequila
yeah im the man in the mirror
my swagger just screamin motherfucker do you hear her
yeah drizzy drake what the lick read
we make magic boy roy and siegfried
"
227,A Night Off,"[Verse 1: Drake]
Spending every moment in the studio
I never said it'd be fair
But when you're all alone, I hope you truly know
How bad I want to be there

[Chorus: Drake]
Come right in, set your bag down
Took a night off for you
Go ahead and turn the lights off
But keep your heels on
They're fittin' for what I'm about to do, oh
Know you hate explaining how you want it done
Just be quiet, I'll do fine without your help, girl
Can you work without a second for some fun?
Now you finally got a moment to yourself, girl
And I know what to do with it
I know what to do with it
I know what to do with it
I know what to do with it
[Verse 2: Lloyd]
I been waiting for so long to get you all alone
Now I finally got you right here
So, baby, I'ma lock my door and disconnect my phone
'Cause I wanna make one thing clear
I want you on top, so let your hair down
I took the night off for you
Girl, I'm gonna turn the lights off, but keep your heels on
They're fittin' for what we're about to do

[Chorus: Drake & Lloyd]
Come right in, set your bag down
I took a night off for you
Go ahead and turn the lights off
But keep your heels on
They're fittin' for what I'm about to do, oh
Know you hate explaining how you want it done
Just be quiet, I'll do fine without your help, girl
Can you work without a second for some fun?
Now you finally got a moment to yourself, girl
And I know what to do with it
I know what to do with it
I know what to do with it
I know what to do with it

[Outro: Lloyd]
Oh, it's 6 o'clock in the morning at the studio","
spending every moment in the studio
i never said itd be fair
but when youre all alone i hope you truly know
how bad i want to be there

chorus drake
come right in set your bag down
took a night off for you
go ahead and turn the lights off
but keep your heels on
theyre fittin for what im about to do oh
know you hate explaining how you want it done
just be quiet ill do fine without your help girl
can you work without a second for some fun
now you finally got a moment to yourself girl
and i know what to do with it
i know what to do with it
i know what to do with it
i know what to do with it
verse 2 lloyd
i been waiting for so long to get you all alone
now i finally got you right here
so baby ima lock my door and disconnect my phone
cause i wanna make one thing clear
i want you on top so let your hair down
i took the night off for you
girl im gonna turn the lights off but keep your heels on
theyre fittin for what were about to do

chorus drake  lloyd
come right in set your bag down
i took a night off for you
go ahead and turn the lights off
but keep your heels on
theyre fittin for what im about to do oh
know you hate explaining how you want it done
just be quiet ill do fine without your help girl
can you work without a second for some fun
now you finally got a moment to yourself girl
and i know what to do with it
i know what to do with it
i know what to do with it
i know what to do with it

outro lloyd
oh its 6 oclock in the morning at the studio"
228,Say What’s Real,"[Verse: Drake]
Why do I feel so alone?
Like everybody passing through the studio
Is in character as if he acting out a movie role
Talking bullshit as if it was for you to know
And I don't have the heart
To give these bitch niggas the cue to go
So they stick around kicking out feedback
And I entertain it as if I need that
I had a talk with my uncle and he agreed that
My privacy about the only thing I need back, but
It's hard to think of them polite flows
When Stefano Pilati suits are your night clothes
And Jordan sweat suits are your flight clothes
And you still make it even when they say your flight closed
Eyes hurting from the camera phone light shows
Life was so full, now this shit just being lipo'd
Always said I'd say it all on the right track
But in this game you only lose when you fight back
Black diamond bracelets, showing you the basics
I can't live and hold the camera, someone gotta tape this
And make hits like a bitch that's married, I ain't miss
24 hours from greatness, I'm that close
Don't ever forget the moment you began to doubt
Transitioning from fitting in to standing out
Los Angeles Cabanas or Atlanta South
Watchin' Hov's show, embarrassed to pull my camera out
And my mother embarrassed to pull my Phantom out
So I park about five houses down
She say I shouldn't have it until I have the crown
But I don't wanna feel the need to wear disguises around
So she wonder where my mind is, accounts in the minus
But yet I'm rolling round the fuckin' city like your highness
Got niggas reactin' without a sinus
'Cause what I'm working with is timeless
And promoters try to get me out to they club
And say I have fun but I can't imagine how
'Cause I just seen my ex-girl, standing with my next girl
Standing with the girl that I'm fuckin' right now
And shit could get weird unless they all down
And so I stay clear, we from a small town
And everybody talks and everybody listen
And somehow the truth just always comes up missing
I've always been something that these labels can't buy
Especially if they tryin' to take a piece of my soul
And Sylvia be tellin' Tez, ""Damn, Drake fly""
And he just be like, ""Silly motherfucker, I know
That was your bad, how could you pass up on 'em?
He just take them records and he gas up on 'em
Wayne will prolly put a million cash up on 'em
Surprised no one ever put your ass up on 'em""
Oh, they did, Po, at least they tried to
And that's what happen when you spitting what's inside you
But slip up and shoot the wrong fucking video
And they think they can market you however they decide to
Nah, but 40 told me to do me
And don't listen to anybody that knew me
'Cause to have known me would mean that there's a new me
And if you think I changed in the slightest, coulda fooled me
Boy, and to my city I'm the 2-3
Drug dealers live vicariously through me
I quit school and it's not because I'm lazy
I'm just not the social type and campus life is crazy
Understand, I could get money with my eyes closed
Lost some of my hottest verses down in Cabo
So if you find a Blackberry with the side scroll
Sell that mothafucka to any rapper that I know
'Cause they need it much more than I ever will
I got new shit, I'm gettin' better still
Little niggas put my name in they verses
'Cause they girlfriend put my ass on a pedestal
Future said, ""'Cause this 'Ye shit, you better kill""
And I think this got this Making-of-a-Legend feel
Problem with these other niggas, they ain't never real
[Outro]
Yeah, that's all I can say",
229,Little Bit,"[Verse 1: Drake & Lykke Li]
Hands down, I'm too proud for love
But with eyes shut, it's you I'm thinkin' of
But how we move from A to B, it can't be up to me
'Cause you don't know who I was before you
And basically, to see a change in me
I'd be losing, so I just ignore you, yeah
Oh, but you're on my mind, my mind, my mind, my mind, my mind
Oh, but maybe in time in time, in time, I'll tell you I'm

[Chorus: Drake]
A little bit, a little bit
A little bit in love with you
I guess that I'm a little bit, a little bit
A little bit in love with you
[Verse 2: Drake & Lykke Li]
I know you told me break their hearts
But it's you I wanna take apart
And I will never ever be the first, to say it
But still I, they know I
I would do it, push a button
Pull a trigger, climb a mountain
Jump off a cliff 'cause you're my baby
I love you, love you, a little bit
I would do it, you would say it
You would mean it, we could do it
It was you and I and only I, mmm

[Chorus: Lykke Li]
I think I'm a little bit, little bit
A little bit in love with you
But only if you're a little bit
Little bit in love with me

[Verse 3: Drake]
I hope they never find out
What they already know, know, know
As soon as it's official
We'll have to let it go, go, go
So we don't confirm the fling
Keep avoiding all the questions
You could teach me many things
I'm just scared to learn a lesson
The pressure's on, both hearts beat like a metronome
Both in sync like a Justin song
Feels so right but it's just, so wrong
I wonder where my world 'bout
When niggas that I know tryna take my girl out
And her friends say I ain't the one to go for
She just jealous cause you always get approached more
Oh well, tell her fall back
Caught up in some more shit, tell her call back
Tell her get a man that ain't cheatin on her ass
Wit a girl that I know, yeah tell her all, that, that
And as for you, I think I know you're the one
The closest I've come, I'm probably a
","
hands down im too proud for love
but with eyes shut its you im thinkin of
but how we move from a to b it cant be up to me
cause you dont know who i was before you
and basically to see a change in me
id be losing so i just ignore you yeah
oh but youre on my mind my mind my mind my mind my mind
oh but maybe in time in time in time ill tell you im

chorus drake
a little bit a little bit
a little bit in love with you
i guess that im a little bit a little bit
a little bit in love with you
verse 2 drake  lykke li
i know you told me break their hearts
but its you i wanna take apart
and i will never ever be the first to say it
but still i they know i
i would do it push a button
pull a trigger climb a mountain
jump off a cliff cause youre my baby
i love you love you a little bit
i would do it you would say it
you would mean it we could do it
it was you and i and only i mmm

chorus lykke li
i think im a little bit little bit
a little bit in love with you
but only if youre a little bit
little bit in love with me

verse 3 drake
i hope they never find out
what they already know know know
as soon as its official
well have to let it go go go
so we dont confirm the fling
keep avoiding all the questions
you could teach me many things
im just scared to learn a lesson
the pressures on both hearts beat like a metronome
both in sync like a justin song
feels so right but its just so wrong
i wonder where my world bout
when niggas that i know tryna take my girl out
and her friends say i aint the one to go for
she just jealous cause you always get approached more
oh well tell her fall back
caught up in some more shit tell her call back
tell her get a man that aint cheatin on her ass
wit a girl that i know yeah tell her all that that
and as for you i think i know youre the one
the closest ive come im probably a
"
230,Best I Ever Had,"[Intro]
You know, a lot of girls be
Thinkin' my songs are about them
This is not to get confused
This one's for you

[Chorus]
Baby, you my everything, you all I ever wanted
We could do it real big, bigger than you ever done it
You be up on everything, other hoes ain't never on it
I want this forever, I swear I can spend whatever on it
'Cause she hold me down every time I hit her up
When I get right, I promise that we gon' live it up
She made me beg for it 'til she give it up
And I say the same thing every single time
I say, you the fuckin' best (Ayy), you the fuckin' best (Ayy)
You the fuckin' best (Ayy), you the fuckin' best (Ayy)
You the best I ever had (Ayy), best I ever had (Ayy)
Best I ever had (Ayy), best I ever had
I say, you the fuckin'
[Verse 1]
Know you got a roommate, call me when there's no one there
Put the key under the mat and you know I be over there (Yup)
I be over there, shawty, I be over there
I be hittin' all the spots that you ain't even know was there
And you don't even have to ask twice
You could have my heart or we could share it like the last slice
Always felt like you was so accustomed to the fast life
Have a nigga thinkin' that he met you in a past life
Sweatpants, hair tied, chillin' with no make-up on
That's when you're the prettiest
I hope that you don't take it wrong
You don't even trip when friends say
""You ain't bringin' Drake along?""
You know that I'm workin', I'll be there soon as I make it home
And she a patient in my waiting room
Never pay attention to the rumors and what they assume
And until them girls prove it
I'm the one that never get confused with, 'cause

[Chorus]
Baby, you my everything, you all I ever wanted
We could do it real big, bigger than you ever done it
You be up on everything, other hoes ain't never on it
I want this forever, I swear I can spend whatever on it
'Cause she hold me down every time I hit her up
When I get right, I promise that we gon' live it up
She made me beg for it 'til she give it up
And I say the same thing every single time
I say, you the fuckin' best (Ayy), you the fuckin' best (Ayy)
You the fuckin' best (Ayy), you the fuckin' best (Ayy)
You the best I ever had (Ayy), best I ever had (Ayy)
Best I ever had (Ayy), best I ever had
I say, you the fuckin'
","
you know a lot of girls be
thinkin my songs are about them
this is not to get confused
this ones for you

chorus
baby you my everything you all i ever wanted
we could do it real big bigger than you ever done it
you be up on everything other hoes aint never on it
i want this forever i swear i can spend whatever on it
cause she hold me down every time i hit her up
when i get right i promise that we gon live it up
she made me beg for it til she give it up
and i say the same thing every single time
i say you the fuckin best ayy you the fuckin best ayy
you the fuckin best ayy you the fuckin best ayy
you the best i ever had ayy best i ever had ayy
best i ever had ayy best i ever had
i say you the fuckin
verse 1
know you got a roommate call me when theres no one there
put the key under the mat and you know i be over there yup
i be over there shawty i be over there
i be hittin all the spots that you aint even know was there
and you dont even have to ask twice
you could have my heart or we could share it like the last slice
always felt like you was so accustomed to the fast life
have a nigga thinkin that he met you in a past life
sweatpants hair tied chillin with no makeup on
thats when youre the prettiest
i hope that you dont take it wrong
you dont even trip when friends say
you aint bringin drake along
you know that im workin ill be there soon as i make it home
and she a patient in my waiting room
never pay attention to the rumors and what they assume
and until them girls prove it
im the one that never get confused with cause

chorus
baby you my everything you all i ever wanted
we could do it real big bigger than you ever done it
you be up on everything other hoes aint never on it
i want this forever i swear i can spend whatever on it
cause she hold me down every time i hit her up
when i get right i promise that we gon live it up
she made me beg for it til she give it up
and i say the same thing every single time
i say you the fuckin best ayy you the fuckin best ayy
you the fuckin best ayy you the fuckin best ayy
you the best i ever had ayy best i ever had ayy
best i ever had ayy best i ever had
i say you the fuckin
"
